date,name,startTime,stopTime,timeZoneOffset,distance,duration,kiloCalories,maximumHeartRate,averageHeartRate,duration_minutes,vo2Max,restingHeartRate,anaerobicThreshold,functionalThresholdPower,sleepGoal,sport,minHeartRate
2022-03-18,,18:49:35,19:49:36,60,10330.7001953125,01:00:01,615.0,197,163.0,01:00:01,45,55.0,177.0,177.0,8.0,RUNNING,106.0
2024-11-09,,17:57:07,18:36:28,60,6309.5,00:39:21,323.0,197,139.0,00:39:21,44,55.0,177.0,172.0,8.0,RUNNING,87.0
2022-10-08,,12:50:19,13:57:28,120,9661.2001953125,01:07:09,555.0,197,164.0,01:07:09,45,55.0,177.0,177.0,8.0,RUNNING,84.0
2020-03-26,Laufen,17:05:22,17:43:43,60,6843.10009765625,00:38:21,380.0,196,,00:38:21,45,55.0,176.0,,,RUNNING,
2020-06-03,Laufen,19:56:56,20:35:47,120,6665.10009765625,00:38:51,372.0,195,,00:38:51,46,55.0,176.0,,,RUNNING,
2023-06-03,,07:21:48,08:12:17,120,9040.400390625,00:50:29,492.0,197,159.0,00:50:29,44,55.0,177.0,172.0,8.0,RUNNING,111.0
2023-01-28,,12:55:41,14:07:18,60,12819.2998046875,01:11:37,730.0,197,162.0,01:11:37,45,55.0,177.0,177.0,8.0,RUNNING,113.0
2024-07-08,,20:08:16,20:44:51,120,6325.39990234375,00:36:35,348.0,197,156.0,00:36:35,44,55.0,177.0,172.0,8.0,RUNNING,68.0
2022-09-02,,16:48:49,18:22:08,120,11875.7998046875,01:33:19,715.0,197,147.0,01:33:19,45,55.0,177.0,177.0,8.0,MOUNTAIN_BIKING,91.0
2022-09-01,,17:31:05,18:29:56,120,9650.2998046875,00:58:51,579.0,197,157.0,00:58:51,45,55.0,177.0,177.0,8.0,RUNNING,100.0
2025-01-17,,16:07:28,16:42:21,60,6286.10009765625,00:34:53,334.0,197,157.0,00:34:53,44,55.0,177.0,172.0,8.0,RUNNING,94.0
2023-05-28,,19:20:07,19:47:49,120,363.1000061035156,00:27:42,195.0,197,127.0,00:27:42,44,55.0,177.0,172.0,8.0,OPEN_WATER_SWIMMING,96.0
2023-03-26,,11:15:57,12:11:37,120,10421.7001953125,00:55:40,601.0,197,170.0,00:55:40,45,55.0,177.0,177.0,8.0,RUNNING,117.0
2024-01-29,,16:11:39,16:46:23,60,6254.89990234375,00:34:44,339.0,197,159.0,00:34:44,44,55.0,177.0,172.0,8.0,RUNNING,98.0
2021-03-27,,15:41:40,17:11:50,60,13632.2001953125,01:30:10,774.0,195,146.0,01:30:10,46,55.0,176.0,256.0,8.0,RUNNING,95.0
2017-07-21,Laufen,11:35:04,12:27:22,120,9493.7001953125,00:52:18,473.0,198,,00:52:18,48,55.0,178.0,,,RUNNING,
2022-04-23,,09:19:36,11:10:09,120,11819.7998046875,01:50:33,954.0,197,156.0,01:50:33,45,55.0,177.0,177.0,8.0,MOUNTAIN_BIKING,109.0
2022-07-14,,06:01:13,06:35:48,120,,00:34:35,181.0,197,108.0,00:34:35,45,55.0,177.0,177.0,8.0,BODY_AND_MIND,71.0
2024-04-26,,17:55:15,18:42:49,120,7493.2001953125,00:47:34,452.0,197,156.0,00:47:34,44,55.0,177.0,172.0,8.0,RUNNING,95.0
2022-01-18,,12:24:31,13:18:56,60,9531.099609375,00:54:25,590.0,194,168.0,00:54:25,45,55.0,175.0,177.0,8.0,RUNNING,108.0
2023-01-21,,15:09:17,16:07:50,60,10369.2001953125,00:58:33,613.0,197,166.0,00:58:33,45,55.0,177.0,177.0,8.0,RUNNING,111.0
2015-06-21,Jogging,17:45:35,18:55:43,120,7303.0,01:10:08,519.0,200,135.0,01:10:08,42,55.0,180.0,,,JOGGING,113.0
2022-04-10,,11:36:56,12:47:42,120,12096.7998046875,01:10:46,731.0,197,173.0,01:10:46,45,55.0,177.0,177.0,8.0,RUNNING,81.0
2021-03-11,,14:22:19,15:59:55,60,,01:37:36,226.0,195,81.0,01:37:36,46,55.0,176.0,256.0,8.0,BODY_AND_MIND,50.0
2020-05-19,Laufen,18:25:19,19:20:30,120,8981.0,00:55:11,486.0,195,,00:55:11,46,55.0,176.0,,,RUNNING,
2025-06-10,,19:11:13,19:57:02,120,7093.39990234375,00:45:49,391.0,197,148.0,00:45:49,44,55.0,177.0,172.0,8.0,RUNNING,93.0
2021-12-23,,19:02:16,19:39:40,60,,00:37:24,196.0,194,112.0,00:37:24,45,55.0,175.0,177.0,8.0,FUNCTIONAL_TRAINING,78.0
2015-06-17,Jogging,19:12:55,20:36:18,120,6247.89990234375,01:23:23,662.0,200,141.0,01:23:23,42,55.0,180.0,,,JOGGING,107.0
2025-07-31,,16:11:29,17:23:51,120,10305.599609375,01:12:22,443.0,197,136.0,01:12:22,44,55.0,177.0,172.0,8.0,MOUNTAIN_BIKING,79.0
2023-05-27,,09:33:39,10:12:35,120,1654.300048828125,00:38:56,295.0,197,140.0,00:38:56,44,55.0,177.0,172.0,8.0,OPEN_WATER_SWIMMING,100.0
2024-07-15,,15:33:18,16:51:54,120,24374.30078125,01:18:36,614.0,197,145.0,01:18:36,44,55.0,177.0,172.0,8.0,ROAD_BIKING,100.0
2025-04-27,,14:19:18,15:44:06,120,12004.2001953125,01:24:48,688.0,197,145.0,01:24:48,44,55.0,177.0,172.0,8.0,RUNNING,85.0
2022-08-09,,20:13:52,20:52:12,120,5987.7998046875,00:38:20,354.0,197,150.0,00:38:20,45,55.0,177.0,177.0,8.0,RUNNING,105.0
2024-01-31,,17:44:21,18:33:35,60,,00:49:14,379.0,197,141.0,00:49:14,44,55.0,177.0,172.0,8.0,INDOOR_CYCLING,107.0
2022-06-25,,10:23:13,11:46:24,120,34120.80078125,01:23:11,641.0,197,138.0,01:23:11,45,55.0,177.0,177.0,8.0,CYCLING,69.0
2024-07-09,,06:11:14,07:05:01,120,18780.80078125,00:53:47,430.0,197,152.0,00:53:47,44,55.0,177.0,172.0,8.0,ROAD_BIKING,103.0
2016-07-21,Laufen,11:40:20,12:43:46,120,2077.0,01:03:26,207.0,199,,01:03:26,44,55.0,179.0,,,RUNNING,
2023-05-11,,07:21:13,09:11:58,120,19850.599609375,01:50:45,1053.0,197,159.0,01:50:45,44,55.0,177.0,172.0,8.0,RUNNING,103.0
2022-08-15,,19:52:20,20:33:28,120,6395.5,00:41:08,385.0,197,152.0,00:41:08,45,55.0,177.0,177.0,8.0,RUNNING,103.0
2021-09-24,,16:25:19,17:16:23,120,,00:51:04,292.0,194,113.0,00:51:04,45,55.0,175.0,177.0,8.0,FUNCTIONAL_TRAINING,65.0
2025-05-06,,16:37:32,17:18:30,120,7250.5,00:40:58,382.0,197,153.0,00:40:58,44,55.0,177.0,172.0,8.0,RUNNING,86.0
2017-05-02,Laufen,13:10:43,14:12:52,120,10503.900390625,01:02:09,561.0,198,,01:02:09,48,55.0,178.0,,,RUNNING,
2022-11-05,,13:55:03,15:13:31,60,13379.0,01:18:28,798.0,197,162.0,01:18:28,45,55.0,177.0,177.0,8.0,RUNNING,102.0
2021-07-17,,08:19:28,09:17:30,120,10386.7998046875,00:58:02,610.0,194,165.0,00:58:02,45,55.0,175.0,177.0,8.0,JOGGING,105.0
2022-07-16,,06:14:54,08:40:46,120,65952.703125,02:25:52,1220.0,197,145.0,02:25:52,45,55.0,177.0,177.0,8.0,ROAD_BIKING,90.0
2021-08-24,,19:13:42,20:12:47,120,,00:59:05,256.0,194,100.0,00:59:05,45,55.0,175.0,177.0,8.0,BODY_AND_MIND,54.0
2021-03-20,,08:07:08,08:17:48,60,0.0,00:10:40,58.0,195,114.0,00:10:40,46,55.0,176.0,256.0,8.0,CORE,91.0
2020-05-14,Laufen,09:36:42,10:44:06,120,11152.0,01:07:24,642.0,195,,01:07:24,46,55.0,176.0,256.0,,RUNNING,
2025-04-28,,15:43:02,16:23:13,120,,00:40:11,175.0,197,100.0,00:40:11,44,55.0,177.0,172.0,8.0,BODY_AND_MIND,71.0
2025-07-23,,15:44:45,16:45:35,120,10039.400390625,01:00:50,549.0,197,150.0,01:00:50,44,55.0,177.0,172.0,8.0,RUNNING,98.0
2023-01-09,,20:44:23,20:56:51,60,,00:12:28,73.0,197,116.0,00:12:28,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,94.0
2022-12-12,,18:02:42,18:34:55,60,,00:32:13,277.0,197,146.0,00:32:13,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,86.0
2022-04-25,,16:51:34,17:44:20,120,9540.7998046875,00:52:46,542.0,197,163.0,00:52:46,45,55.0,177.0,177.0,8.0,RUNNING,84.0
2022-03-09,,17:27:39,18:21:24,60,9675.400390625,00:53:45,567.0,197,167.0,00:53:45,45,55.0,177.0,177.0,8.0,RUNNING,89.0
2022-11-20,,15:55:48,16:35:02,60,1825.0,00:39:14,312.0,197,135.0,00:39:14,45,55.0,177.0,177.0,8.0,POOL_SWIMMING,109.0
2021-11-04,,17:49:00,18:43:44,60,9286.599609375,00:54:44,555.0,194,161.0,00:54:44,45,55.0,175.0,177.0,8.0,JOGGING,93.0
2022-11-04,,15:40:19,16:20:37,60,,00:40:18,225.0,197,110.0,00:40:18,45,55.0,177.0,177.0,8.0,POOL_SWIMMING,80.0
2021-04-04,,10:11:40,11:51:52,120,15031.0,01:40:12,850.0,195,146.0,01:40:12,46,55.0,176.0,256.0,8.0,RUNNING,112.0
2024-11-17,,14:31:40,15:06:30,60,6374.072265625,00:34:50,,197,,00:34:50,44,55.0,177.0,172.0,8.0,RUNNING,
2021-04-25,,13:40:53,14:39:51,120,9994.599609375,00:58:58,598.0,194,160.0,00:58:58,45,55.0,175.0,177.0,8.0,RUNNING,108.0
2016-06-13,Laufen,11:31:44,12:28:10,0,9070.2998046875,00:56:26,603.0,199,,00:56:26,42,55.0,179.0,,,RUNNING,
2023-03-12,,17:31:31,18:28:23,60,10474.2998046875,00:56:52,590.0,197,165.0,00:56:52,45,55.0,177.0,177.0,8.0,RUNNING,107.0
2024-05-15,,19:22:00,19:57:26,120,6330.0,00:35:26,,197,,00:35:26,44,55.0,177.0,172.0,8.0,JOGGING,
2018-11-01,Laufen,09:34:32,09:52:04,60,2761.300048828125,00:17:32,151.0,197,,00:17:32,45,55.0,177.0,256.0,,RUNNING,
2023-08-19,,10:48:38,13:58:10,120,27976.30078125,03:09:32,1278.0,197,129.0,03:09:32,44,55.0,177.0,172.0,8.0,MOUNTAIN_BIKING,81.0
2022-10-05,,20:22:08,21:17:47,120,9573.400390625,00:55:39,568.0,197,162.0,00:55:39,45,55.0,177.0,177.0,8.0,RUNNING,98.0
2022-07-25,,20:18:33,21:18:52,120,9220.2998046875,01:00:19,630.0,197,166.0,01:00:19,45,55.0,177.0,177.0,8.0,RUNNING,124.0
2018-05-05,Sons.Outdoorsp,12:18:16,13:23:24,120,,01:05:08,305.0,197,,01:05:08,48,55.0,177.0,,,OTHER_OUTDOOR,
2023-01-17,,18:14:03,19:21:06,60,2250.0,01:07:03,446.0,197,125.0,01:07:03,45,55.0,177.0,177.0,8.0,POOL_SWIMMING,71.0
2022-08-27,,10:07:23,13:52:08,120,11645.2001953125,03:44:45,946.0,197,146.0,03:44:45,45,55.0,177.0,177.0,8.0,MOUNTAIN_BIKING,90.0
2023-12-22,,16:36:57,17:12:52,60,6280.89990234375,00:35:55,364.0,197,164.0,00:35:55,44,55.0,177.0,172.0,8.0,RUNNING,84.0
2024-01-10,,17:23:34,18:29:54,60,,01:06:20,309.0,197,104.0,01:06:20,44,55.0,177.0,172.0,8.0,VERTICALSPORTS_WALLCLIMBING,64.0
2025-01-31,,15:18:36,15:53:03,60,6019.5,00:34:27,329.0,197,159.0,00:34:27,44,55.0,177.0,172.0,8.0,RUNNING,112.0
2018-09-16,Jogging,19:10:55,20:33:32,120,10279.900390625,01:22:37,534.0,197,,01:22:37,45,55.0,177.0,256.0,,JOGGING,
2025-06-15,,15:50:46,16:29:57,120,945.9000244140625,00:39:11,295.0,197,136.0,00:39:11,44,55.0,177.0,172.0,8.0,OPEN_WATER_SWIMMING,106.0
2024-07-07,,12:37:55,15:05:13,120,,02:27:18,533.0,197,103.0,02:27:18,44,55.0,177.0,172.0,8.0,VERTICALSPORTS_WALLCLIMBING,60.0
2018-11-01,Laufen,08:40:18,09:21:09,60,7085.60009765625,00:40:51,373.0,197,,00:40:51,45,55.0,177.0,256.0,,RUNNING,
2020-04-26,Laufen,09:19:55,09:58:35,120,6659.10009765625,00:38:40,376.0,195,,00:38:40,46,55.0,176.0,,,RUNNING,
2024-10-19,,10:55:39,12:11:30,120,13639.2998046875,01:15:51,713.0,197,155.0,01:15:51,44,55.0,177.0,172.0,8.0,RUNNING,106.0
2025-06-03,,16:05:40,17:41:20,120,,01:35:40,140.0,197,108.0,01:35:40,44,55.0,177.0,172.0,8.0,VERTICALSPORTS_WALLCLIMBING,82.0
2018-10-10,Laufen,20:06:57,20:38:18,120,5536.7998046875,00:31:21,281.0,197,,00:31:21,45,55.0,177.0,,,RUNNING,
2023-05-29,,10:46:32,13:14:04,120,21170.400390625,02:27:32,1438.0,197,161.0,02:27:32,44,55.0,177.0,172.0,8.0,RUNNING,119.0
2022-09-08,,05:34:42,06:12:43,120,,00:38:01,151.0,197,98.0,00:38:01,45,55.0,177.0,177.0,8.0,BODY_AND_MIND,61.0
2023-01-24,,15:29:32,16:14:23,60,1850.0,00:44:51,353.0,197,133.0,00:44:51,45,55.0,177.0,177.0,8.0,POOL_SWIMMING,89.0
2020-06-20,Laufen,09:25:39,10:40:34,120,12310.2001953125,01:14:55,658.0,195,,01:14:55,46,55.0,176.0,,,RUNNING,
2017-03-25,Laufen,18:30:26,19:30:10,60,10278.0,00:59:44,551.0,199,,00:59:44,48,55.0,179.0,220.0,,RUNNING,
2021-03-10,,17:49:22,18:46:21,60,9622.900390625,00:56:59,547.0,195,156.0,00:56:59,46,55.0,176.0,256.0,8.0,RUNNING,95.0
